---------------------
Round 0
---------------------
Training Points - 4000
Test Accuracy - 87.74
Training
Epoch:2- training accuracy:0.1645- training loss:tensor(2.3126, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.9383333333333334- training loss:tensor(0.0581, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9391944444444444- training loss:tensor(0.1102, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.94225- training loss:tensor(0.1378, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9429166666666666- training loss:tensor(0.1194, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9446388888888889- training loss:tensor(0.0632, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9475277777777777- training loss:tensor(0.1034, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.9471666666666667- training loss:tensor(0.1918, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9508333333333333- training loss:tensor(0.1426, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9506388888888889- training loss:tensor(0.5277, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.9500277777777778- training loss:tensor(0.0820, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9528611111111112- training loss:tensor(0.1720, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9536944444444444- training loss:tensor(0.1179, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9555555555555556- training loss:tensor(0.3478, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.95775- training loss:tensor(0.3211, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9579722222222222- training loss:tensor(0.2270, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9575833333333333- training loss:tensor(0.3136, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9598055555555556- training loss:tensor(0.0412, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.9601666666666666- training loss:tensor(0.0760, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9611666666666666- training loss:tensor(0.3400, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9618611111111111- training loss:tensor(0.0746, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.9629722222222222- training loss:tensor(0.0785, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9651944444444445- training loss:tensor(0.1835, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9651944444444445- training loss:tensor(0.0959, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9655- training loss:tensor(0.0576, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.9668333333333333- training loss:tensor(0.1264, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9678611111111111- training loss:tensor(0.1022, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9678611111111111- training loss:tensor(0.0865, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.96825- training loss:tensor(0.1125, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9691388888888889- training loss:tensor(0.0722, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9712222222222222- training loss:tensor(0.0940, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.9709166666666667- training loss:tensor(0.1015, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.9709722222222222- training loss:tensor(0.0160, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9732222222222222- training loss:tensor(0.0662, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9746388888888889- training loss:tensor(0.1073, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9738333333333333- training loss:tensor(0.1638, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9750555555555556- training loss:tensor(0.1503, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.97675- training loss:tensor(0.0781, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9758055555555556- training loss:tensor(0.0207, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.9778333333333333- training loss:tensor(0.1080, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9756944444444444- training loss:tensor(0.2025, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.97675- training loss:tensor(0.1484, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9775555555555555- training loss:tensor(0.4662, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9780555555555556- training loss:tensor(0.1193, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9805555555555555- training loss:tensor(0.0086, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.98075- training loss:tensor(0.0556, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.9813055555555555- training loss:tensor(0.0481, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.9820277777777778- training loss:tensor(0.1841, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:62- training accuracy:0.9820277777777778- training loss:tensor(0.0359, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:63- training accuracy:0.9826666666666667- training loss:tensor(0.1044, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:64- training accuracy:0.9824444444444445- training loss:tensor(0.0081, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:65- training accuracy:0.9827222222222223- training loss:tensor(0.0246, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:66- training accuracy:0.9835277777777778- training loss:tensor(0.0212, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:67- training accuracy:0.9851111111111112- training loss:tensor(0.0400, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:68- training accuracy:0.9834444444444445- training loss:tensor(0.0219, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:69- training accuracy:0.9846388888888888- training loss:tensor(0.0740, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:70- training accuracy:0.9845- training loss:tensor(0.0035, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:71- training accuracy:0.9865555555555555- training loss:tensor(0.0496, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:72- training accuracy:0.9880833333333333- training loss:tensor(0.0144, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:73- training accuracy:0.9874722222222222- training loss:tensor(0.0058, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:74- training accuracy:0.988- training loss:tensor(0.0098, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:75- training accuracy:0.9890277777777777- training loss:tensor(0.0023, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:76- training accuracy:0.9881944444444445- training loss:tensor(0.1369, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:77- training accuracy:0.9890555555555556- training loss:tensor(0.0916, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:78- training accuracy:0.9916944444444444- training loss:tensor(0.0526, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 8
---------------------
Training Points - 36000
Test Accuracy - 94.87
Selection Time - 0.0011916160583496094
Trainining Time - 1324.0930593013763
Training
Epoch:2- training accuracy:0.5639166666666666- training loss:tensor(0.6981, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.8382777777777778- training loss:tensor(0.4414, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.8763611111111111- training loss:tensor(0.5948, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.8938611111111111- training loss:tensor(0.7164, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.9011944444444444- training loss:tensor(0.1675, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.9084444444444445- training loss:tensor(0.2474, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.916- training loss:tensor(0.0910, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.9229166666666667- training loss:tensor(0.4043, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.9233611111111111- training loss:tensor(0.4350, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.9296111111111112- training loss:tensor(0.2094, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9318055555555556- training loss:tensor(0.5810, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9339444444444445- training loss:tensor(0.1046, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9365555555555556- training loss:tensor(0.1817, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.9392222222222222- training loss:tensor(0.0429, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9395277777777777- training loss:tensor(0.3906, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.9421388888888889- training loss:tensor(0.1653, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9445- training loss:tensor(0.5038, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9451388888888889- training loss:tensor(0.0420, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9461388888888889- training loss:tensor(0.4519, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.9493055555555555- training loss:tensor(0.0435, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9500833333333333- training loss:tensor(0.5145, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9523055555555555- training loss:tensor(0.1171, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.9523333333333334- training loss:tensor(0.2889, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9543888888888888- training loss:tensor(0.1636, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9542777777777778- training loss:tensor(0.1587, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9573333333333334- training loss:tensor(0.2028, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9571666666666667- training loss:tensor(0.2622, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9591944444444445- training loss:tensor(0.1236, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9586111111111111- training loss:tensor(0.4513, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.95975- training loss:tensor(0.2503, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.9624166666666667- training loss:tensor(0.1483, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9624166666666667- training loss:tensor(0.3561, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9615833333333333- training loss:tensor(0.1274, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.9649444444444445- training loss:tensor(0.2465, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9638888888888889- training loss:tensor(0.0991, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.96725- training loss:tensor(0.0495, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9663611111111111- training loss:tensor(0.1042, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.9653333333333334- training loss:tensor(0.2195, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9676666666666667- training loss:tensor(0.0481, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9689722222222222- training loss:tensor(0.1025, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9693333333333334- training loss:tensor(0.0202, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9703611111111111- training loss:tensor(0.1173, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9716388888888889- training loss:tensor(0.0185, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.9709722222222222- training loss:tensor(0.0547, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.9731111111111111- training loss:tensor(0.0191, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.973- training loss:tensor(0.0926, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9733333333333334- training loss:tensor(0.0649, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9755277777777778- training loss:tensor(0.4327, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9749444444444444- training loss:tensor(0.2004, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9744444444444444- training loss:tensor(0.1753, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9763611111111111- training loss:tensor(0.0094, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.9793888888888889- training loss:tensor(0.0788, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9783333333333334- training loss:tensor(0.0406, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9789166666666667- training loss:tensor(0.0165, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9788055555555556- training loss:tensor(0.0689, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9798611111111111- training loss:tensor(0.0552, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9788055555555556- training loss:tensor(0.0249, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.9795- training loss:tensor(0.0212, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.9829722222222222- training loss:tensor(0.0385, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.9803333333333333- training loss:tensor(0.0814, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:62- training accuracy:0.9810833333333333- training loss:tensor(0.0873, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:63- training accuracy:0.9823333333333333- training loss:tensor(0.0035, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:64- training accuracy:0.9828888888888889- training loss:tensor(0.0078, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:65- training accuracy:0.9826388888888888- training loss:tensor(0.0824, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:66- training accuracy:0.9837222222222223- training loss:tensor(0.0266, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:67- training accuracy:0.9853611111111111- training loss:tensor(0.0053, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:68- training accuracy:0.9869444444444444- training loss:tensor(0.0073, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:69- training accuracy:0.9853055555555555- training loss:tensor(0.1589, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:70- training accuracy:0.9838611111111111- training loss:tensor(0.2197, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:71- training accuracy:0.986- training loss:tensor(0.0198, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:72- training accuracy:0.9861111111111112- training loss:tensor(0.0141, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:73- training accuracy:0.9855555555555555- training loss:tensor(0.0400, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:74- training accuracy:0.9861388888888889- training loss:tensor(0.0245, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:75- training accuracy:0.9865277777777778- training loss:tensor(0.0116, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:76- training accuracy:0.9887777777777778- training loss:tensor(0.0567, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:77- training accuracy:0.9890277777777777- training loss:tensor(0.0513, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:78- training accuracy:0.9898888888888889- training loss:tensor(0.0076, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:79- training accuracy:0.9907777777777778- training loss:tensor(0.0069, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 8
---------------------
Training Points - 36000
Test Accuracy - 93.83
Selection Time - 0.0011034011840820312
Trainining Time - 1320.904777288437
Training
Epoch:2- training accuracy:0.5615277777777777- training loss:tensor(0.5050, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.8398611111111111- training loss:tensor(0.2752, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.8760555555555556- training loss:tensor(0.5387, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.89225- training loss:tensor(0.7827, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.9016111111111111- training loss:tensor(0.3017, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.9098888888888889- training loss:tensor(0.2144, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.9165- training loss:tensor(0.2933, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.9216111111111112- training loss:tensor(0.0657, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.9251944444444444- training loss:tensor(0.2884, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.9299722222222222- training loss:tensor(0.1052, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9321944444444444- training loss:tensor(0.2238, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9339444444444445- training loss:tensor(0.2650, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9353055555555555- training loss:tensor(0.2917, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.9388611111111111- training loss:tensor(0.2081, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9415833333333333- training loss:tensor(0.1483, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.9388055555555556- training loss:tensor(0.1613, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9439166666666666- training loss:tensor(0.1058, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9469444444444445- training loss:tensor(0.2727, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9480833333333333- training loss:tensor(0.4209, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.9480833333333333- training loss:tensor(0.0910, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9507777777777778- training loss:tensor(0.1463, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9515833333333333- training loss:tensor(0.0266, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.9530555555555555- training loss:tensor(0.0576, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9546666666666667- training loss:tensor(0.3815, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9545833333333333- training loss:tensor(0.0721, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9555- training loss:tensor(0.2961, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9575277777777778- training loss:tensor(0.0853, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9578055555555556- training loss:tensor(0.0703, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9594722222222222- training loss:tensor(0.1511, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9588611111111112- training loss:tensor(0.1373, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.9627777777777777- training loss:tensor(0.2465, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9639166666666666- training loss:tensor(0.1298, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9640277777777778- training loss:tensor(0.1140, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.9616666666666667- training loss:tensor(0.0324, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9641111111111111- training loss:tensor(0.0450, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9656388888888889- training loss:tensor(0.4393, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9654166666666667- training loss:tensor(0.0453, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.96775- training loss:tensor(0.1492, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9681666666666666- training loss:tensor(0.3278, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.969- training loss:tensor(0.0886, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9705833333333334- training loss:tensor(0.0779, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9696666666666667- training loss:tensor(0.2009, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9705- training loss:tensor(0.0276, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.9712777777777778- training loss:tensor(0.0924, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.97175- training loss:tensor(0.0179, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9734722222222222- training loss:tensor(0.1329, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9736666666666667- training loss:tensor(0.0297, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9728888888888889- training loss:tensor(0.1621, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9753888888888889- training loss:tensor(0.0179, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9763611111111111- training loss:tensor(0.0293, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9756944444444444- training loss:tensor(0.0316, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.9761111111111112- training loss:tensor(0.1461, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9775- training loss:tensor(0.1846, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9765- training loss:tensor(0.0466, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9790277777777778- training loss:tensor(0.3076, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9792777777777778- training loss:tensor(0.0134, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9798333333333333- training loss:tensor(0.0918, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.9795- training loss:tensor(0.0648, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.9817777777777777- training loss:tensor(0.0232, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.9818888888888889- training loss:tensor(0.3055, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:62- training accuracy:0.9799444444444444- training loss:tensor(0.1398, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:63- training accuracy:0.9821944444444445- training loss:tensor(0.0087, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:64- training accuracy:0.9842222222222222- training loss:tensor(0.1356, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:65- training accuracy:0.9838611111111111- training loss:tensor(0.0052, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:66- training accuracy:0.98425- training loss:tensor(0.2114, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:67- training accuracy:0.9837777777777778- training loss:tensor(0.0134, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:68- training accuracy:0.9854722222222222- training loss:tensor(0.0703, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:69- training accuracy:0.9847222222222223- training loss:tensor(0.0643, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:70- training accuracy:0.9862222222222222- training loss:tensor(0.0405, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:71- training accuracy:0.9857777777777778- training loss:tensor(0.0047, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:72- training accuracy:0.9855555555555555- training loss:tensor(0.0034, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:73- training accuracy:0.9862777777777778- training loss:tensor(0.0621, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:74- training accuracy:0.9860555555555556- training loss:tensor(0.0971, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:75- training accuracy:0.9885- training loss:tensor(0.0151, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:76- training accuracy:0.9891944444444445- training loss:tensor(0.1406, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:77- training accuracy:0.9888055555555556- training loss:tensor(0.0018, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:78- training accuracy:0.9885- training loss:tensor(0.0244, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:79- training accuracy:0.9900277777777777- training loss:tensor(0.0377, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 9
---------------------
Training Points - 40000
Test Accuracy - 94.94
Selection Time - 0.0009815692901611328
Trainining Time - 1537.9185376167297
Training
Epoch:2- training accuracy:0.545675- training loss:tensor(0.4688, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.842275- training loss:tensor(0.2682, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.8789- training loss:tensor(0.4229, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.8957- training loss:tensor(0.3905, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.9057- training loss:tensor(0.1675, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.9141- training loss:tensor(0.3067, device='cuda:0', grad_fn=<NllLossBackward0>)
